psdE,svdpE,eeE,ApEn,SpEn,FuzzyEn,PeEn,enveEn,DE,SOH
0.268294953871198,0.000913469264145448,0,0.0279389965939054,0.0363860250033432,-0.000428596461104392,-0,3.21761929930602,0.561083031356497,1
0.270984430127015,0.000879708860254557,0,0.0173623068410307,0.0261832342607184,-0.000441767168965723,-0,3.23080676370015,0.561288628274249,0.997640714526458
0.27098472062973,0.000760735622202938,0,0.0362584749615826,0.0430755912849956,-0.00045155012449088,-0,3.20943306808446,0.560302903098956,0.994944388270981
0.27097541212365,0.000247540278371401,0,-0.00579851632892714,-0.00299209455967775,-0.000465835401083998,-0,3.08084916685021,0.561288628274249,0.98685540950455
0.273690966414266,0.000349728634098228,0,-0.00637127711761387,-0.00422387111618505,-0.000479469603621415,-0,3.08384894126357,0.561563563876281,0.980788675429727
0.270986913190646,6.92988570999037e-05,0,-0.00294940299854396,-0.0044047828260112,-0.000465698497434128,-0,3.08050806611019,0.561288628274249,0.97809234917425
0.273698463453365,0.000355505892775566,0,-0.00664064756517613,-0.0046729056993926,-0.000479545655649707,-0,3.08352142658439,0.561563563876281,0.975396022918773
0.273705275765748,6.31590146842129e-05,0,-0.0102731650430599,-0.00861006675434428,-0.000480643783191036,-0,3.08463155115172,0.561563563876281,0.972699696663296
0.276395919706531,3.49865009054959e-05,0,-0.0151513167402531,-0.0157483569681385,-0.000496154808917127,-0,3.07982073800784,0.563915171558463,0.970003370407819
0.273711475962667,0.000337413527425821,0,-0.0059006865768847,-0.0029821095658491,-0.000479778633321115,-0,3.08848012001169,0.560562903471059,0.967644084934277
0.2736999753073,3.92595818390115e-05,0,-0.0149252953591881,-0.0155041865359653,-0.000480843855098881,-0,3.08360120700397,0.561563563876281,0.965284799460735
0.270983605042367,0.000420058470567358,0,-0.000537900459116614,0.00169872636403046,-0.000464987163958022,-0,3.0899850583226,0.560302903098956,0.962925513987193
0.273714015671953,0.000315972986490739,0,-0.0109006190973644,-0.00989941903353575,-0.000479836048297772,-0,3.08760438060238,0.561563563876281,0.960903269295585
0.273682424348724,0.000252292776748941,0,-0.00534450013332677,-0.0025767435274382,-0.000479444389536422,-0,3.08464815058651,0.561563563876281,0.958881024603977
0.270976240638997,0.000130296162718061,0,-0.0058315743366566,-0.00289528913849857,-0.000465846091576602,-0,3.08070683419822,0.560302903098956,0.956858779912369
0.27369938029377,3.53274241524025e-05,0,-0.0149252953591881,-0.0155041865359653,-0.000480884837345623,-0,3.08389827119242,0.561563563876281,0.955173576002696
0.273695101476801,0.000319060391370504,0,-0.00585632999729491,-0.00278086942279243,-0.000479838216045168,-0,3.08480557366895,0.561563563876281,0.953488372093023
0.273700831548273,0.000314853628567878,0,-0.00585632999729491,-0.00278086942279243,-0.000479838347792367,-0,3.08825967590539,0.561563563876281,0.951466127401416
0.276381193683224,0.000353487870361746,0,-0.0108039638203867,-0.00960757243736676,-0.000495241225557876,-0,3.085636106105,0.560895954202235,0.949780923491742
0.273693480305852,0.000347286696977542,0,-0.00671907932196447,-0.0048483693075938,-0.000478983912579952,-0,3.08727326081361,0.561563563876281,0.948432760364004
0.273687569507429,0.000330963890214859,0,-0.0035884132968067,-0.00247357895406086,-0.000479950203206122,-0,3.0876247278054,0.561563563876281,0.946747556454331
0.273689258614299,0.000321040816870335,0,-0.00468534324965253,-0.00267917106004845,-0.000479915096322128,-0,3.08887565343637,0.561563563876281,0.945399393326593
0.273701461791531,0.000258634245807065,0,-0.00248320455573126,-0.00427595580590223,-0.000480169153361769,-0,3.08656771542509,0.561563563876281,0.943714189416919
0.273698332705654,0.00019727714521891,0,-0.0105868920702119,-0.00919282543937205,-0.000480011933213714,-0,3.08544572258979,0.561563563876281,0.942366026289181
0.273706351252652,0.000254002255536895,0,-0.0101947332862715,-0.00843786573793315,-0.000480275030298663,-0,3.08681959215301,0.561563563876281,0.941017863161442
0.276390024789782,0.000267711558193079,0,-0.00519701075982004,-0.00200672911584299,-0.00049473740514204,-0,3.08033041208433,0.562405562880349,0.939332659251769
0.276391805166131,0.000256880262603816,0,-0.0105964555993081,-0.00902044723702389,-0.000495354192991354,-0,3.08308682698971,0.562405562880349,0.938321536905966
0.276384226574934,0.00029899491102166,0,-0.0105155728501205,-0.0088469340278956,-0.000495396978706136,-0,3.08557655580849,0.560895954202235,0.936973373778227
0.276395944498983,3.44566722353954e-05,0,-0.0151513167402531,-0.0157483569681385,-0.000496154810467546,-0,3.07982085320829,0.563915171558463,0.935625210650489
0.276387909113484,0.000287697304281737,0,-0.0103538073517453,-0.00849183615031279,-0.000495486149768664,-0,3.08386207842528,0.560895954202235,0.934614088304685
0.273683963717214,0.000252185118767954,0,-0.0102731650430594,-0.00852429242654829,-0.000480234118222063,-0,3.082713472305,0.561563563876281,0.933265925176946
0.276381650075444,0.000246674351883047,0,-0.0102729246025577,-0.00831012534256237,-0.0004955304564591,-0,3.07909694220175,0.562943614034442,0.932254802831143
0.273693469198609,0.000347448963275233,0,-0.00671907932196447,-0.0048483693075938,-0.000478983300252527,-0,3.08728932687225,0.561563563876281,0.930906639703404
0.276372704308814,0.000349954721777329,0,-0.0108039638203867,-0.00960757243736676,-0.000494864158753853,-0,3.08523406340103,0.562405562880349,0.9298955173576
0.27639474377092,0.000253976532762683,0,-0.00792049167493447,-0.0117879557520415,-0.000495677984172415,-0,3.0860227989129,0.563915171558463,0.928884395011796
0.276396217306491,0.000246353785799983,0,-0.0151513167402531,-0.0157483569681385,-0.000495728835185525,-0,3.08595469045847,0.563915171558463,0.927873272665993
0.27638758374824,0.000257090932341282,0,-0.00792049167493403,-0.00784317746102525,-0.000495097612804721,-0,3.08499670339069,0.563915171558463,0.926862150320189
0.276397226437757,0.000240972609307834,0,-0.0151513167402531,-0.0157483569681385,-0.000495744741367195,-0,3.08383147867926,0.562405562880349,0.925851027974385
0.276398614078581,0.000234697474112234,0,-0.0151513167402531,-0.0157483569681385,-0.000495793341264701,-0,3.08493809605387,0.562405562880349,0.924839905628581
0.27639860299329,0.000234601698546028,0,-0.0151513167402531,-0.0157483569681385,-0.000495793479704191,-0,3.08493700990289,0.562405562880349,0.923828783282777
0.273682678798767,0.000310574595344338,0,-0.0106653238270003,-0.00935385819646717,-0.000480027542375799,-0,3.08484479718459,0.561563563876281,0.923154701718908
0.273684500245754,0.000308784749714224,0,-0.0105868920702119,-0.00919282543937205,-0.000480067215294957,-0,3.08702865577942,0.561563563876281,0.922143579373104
0.276385228243112,0.000276925194982796,0,-0.0057180634616123,-0.00222625904825868,-0.000494718518378915,-0,3.08169240041134,0.562405562880349,0.9211324570273
0.276384222380202,0.000299122318980194,0,-0.0105155728501205,-0.0088469340278956,-0.000495396635703604,-0,3.08559860239298,0.560895954202235,0.920458375463431
0.276382331493565,0.000255054663705104,0,-0.0105155728501205,-0.0088469340278956,-0.000495091958112852,-0,3.08293480076906,0.562405562880349,0.919447253117627
0.276398378053644,0.000230868280746907,0,-0.0103538073517453,-0.00849183615031279,-0.000495174545054258,-0,3.08316565969091,0.560895954202235,0.918773171553758
0.276379506285783,0.000372996460879317,0,-0.0113244003419979,-0.0104712998672953,-0.000494549635499969,-0,3.08323107148838,0.560895954202235,0.917762049207954
0.276385367836651,0.000344072749716985,0,-0.0057180634616123,-0.00222625904825824,-0.000494719597591947,-0,3.08187465906711,0.562405562880349,0.917087967644085
0.273686036073152,0.000357219047568247,0,-0.011135914367729,-0.0102727530349096,-0.000479373027996685,-0,3.08775976915405,0.561563563876281,0.916413886080216
0.27638058404154,0.000275419056699058,0,-0.0102729246025577,-0.00831012534256237,-0.000495290033038059,-0,3.08551563441441,0.563915171558463,0.915739804516347
0.276380313408959,0.000309200135920789,0,-0.0107230810711982,-0.00944294080028163,-0.000494903340553026,-0,3.08080975761839,0.560895954202235,0.915065722952477
0.279071607233373,0.000266007735776471,0,-0.0153842849566908,-0.0160003413464413,-0.00051161591419359,-0,3.08659196293322,0.56437288864676,0.914391641388608
0.2737057571598,0.000250403200987004,0,-0.00585632999729491,-0.00278086942279243,-0.000479463601157296,-0,3.08762098749792,0.561563563876281,0.913380519042804
0.276383111762517,0.000290564599654004,0,-0.0107230810711982,-0.00944294080028163,-0.000494883088568942,-0,3.08785064456937,0.560895954202235,0.912706437478935
0.276384522241237,0.000252437831894169,0,-0.00902637364177306,-0.00793804962086098,-0.000495626807503673,-0,3.08285078993559,0.562943614034442,0.912032355915066
0.276384272552884,0.000256917400667073,0,-0.00792049167493447,-0.0117879557520415,-0.000495389907049911,-0,3.08642750028858,0.563915171558463,0.911358274351197
0.279074988004581,0.000282592079557228,0,-0.0153842849566908,-0.0160003413464413,-0.000511416637305332,-0,3.08376744542414,0.56437288864676,0.910684192787327
0.276387446980868,0.000282607848787906,0,-0.00792049167493447,-0.0117879557520415,-0.000495346853417514,-0,3.08261995691359,0.562405562880349,0.910010111223458
0.276386083949965,0.000251676336918932,0,-0.00792049167493403,-0.00784317746102525,-0.000495390408924992,-0,3.08517669784903,0.563915171558463,0.909673070441523
0.276392188007226,0.000280274456720278,0,-0.0097518719007641,-0.00821820090438585,-0.000495322697206909,-0,3.08246689050356,0.562405562880349,0.908998988877654
0.27638727481567,0.000263673680582316,0,-0.0107582210976842,-0.00935970342110126,-0.000494893837302874,-0,3.0868201488842,0.560895954202235,0.908324907313785
0.279073116990015,0.000236716524556286,0,-0.0153842849566908,-0.0160003413464413,-0.000511605742503545,-0,3.08497108143936,0.56437288864676,0.907650825749916
0.276381406187062,0.000308628476154942,0,-0.0107582210976842,-0.00935970342110126,-0.000494924241447339,-0,3.08275860638798,0.560895954202235,0.906976744186046
0.276380833480674,0.000319516646348191,0,-0.00535877625819481,-0.00244257172908036,-0.00049450127072107,-0,3.08718444607214,0.560895954202235,0.906639703404112
0.279079320230978,0.000260313968405201,0,-0.0153842849566908,-0.0160003413464413,-0.000511600413001743,-0,3.08535047795727,0.56437288864676,0.905965621840243
0.276383997530507,0.000300413244566297,0,-0.0107582210976842,-0.00935970342110126,-0.000494979122696675,-0,3.08166663549297,0.560895954202235,0.905291540276373
0.279065376559724,0.000295498670406886,0,-0.0153842849566908,-0.0160003413464413,-0.000511597385367823,-0,3.08457252127134,0.56437288864676,0.904954499494439
0.276394052666858,0.000242563924370434,0,-0.0105155728501205,-0.0088469340278956,-0.000495058984974315,-0,3.08443468609632,0.560895954202235,0.90428041793057
0.276388584111151,0.00022410606569626,0,-0.0151513167402531,-0.0157483569681385,-0.000495608939424363,-0,3.08282605688699,0.563915171558463,0.9036063363667
0.279068746777572,0.000277681261752877,0,-0.00573501377550834,-0.00206988993907586,-0.000510511374874039,-0,3.08166552744869,0.56437288864676,0.903269295584766
0.2790757485498,0.000219422254539673,0,-0.0153842849566908,-0.0160003413464413,-0.00051160649562451,-0,3.08373963244662,0.563747861157656,0.902595214020896
0.279083843510792,0.000248137178007845,0,-0.0153842849566908,-0.0160003413464413,-0.000511600563313114,-0,3.08654029384198,0.562715930114771,0.902258173238962
0.279076782218509,0.000214194130131151,0,-0.0153842849566908,-0.0160003413464413,-0.000511606698816873,-0,3.08653361973466,0.565404819689646,0.901921132457027
0.279066536570941,0.000241049302823989,0,-0.0106013745938549,-0.00882228924620421,-0.000511010557386547,-0,3.08641457084873,0.56437288864676,0.901247050893158
0.276381238208241,0.000303808481807303,0,-0.0151513167402531,-0.0157483569681385,-0.000495601163893091,-0,3.08403179931775,0.562405562880349,0.900910010111223
0.27908015305868,0.000267913093811658,0,-0.0105179241383437,-0.0086377164547855,-0.000511190295425847,-0,3.08250199985012,0.562715930114771,0.900235928547354
0.279070404398496,0.00031393498323939,0,-0.0105179241383437,-0.0086377164547855,-0.000510204358782638,-0,3.08418772231527,0.565404819689646,0.89989888776542
0.27638629765136,0.000273355895393794,0,-0.0104346901009333,-0.00867075103203563,-0.000495108605761585,-0,3.08174169232458,0.562405562880349,0.89922480620155
0.279064047995093,0.000344038329989995,0,-0.0108989208330184,-0.00961838546846172,-0.000510685996124091,-0,3.07998461553733,0.56437288864676,0.898887765419616
0.276395837150644,0.000281734769313367,0,-0.00587982895998795,-0.00265573737291547,-0.000494487611331226,-0,3.07883400842055,0.560895954202235,0.898213683855747
0.276392754687447,0.000322998087559513,0,-0.0106773383484962,-0.00927584246252122,-0.000494993408126844,-0,3.08456861469837,0.562405562880349,0.897202561509943
0.276379518652082,0.000312874003646625,0,-0.0103538073517453,-0.00849183615031279,-0.000495265642740523,-0,3.08373691247897,0.562405562880349,0.897202561509943
0.276379519051924,0.000312851202282935,0,-0.0103538073517453,-0.00849183615031279,-0.000495265603149795,-0,3.08373586363991,0.562405562880349,0.897202561509943
0.279066679966605,0.000344286778265425,0,-0.0108989208330184,-0.00961838546846172,-0.000510695025039642,-0,3.08508776661165,0.562715930114771,0.895854398382204
0.279067797554784,0.000259513320192658,0,-0.00990386645007213,-0.00825971011867832,-0.000511235726511563,-0,3.08477956629407,0.565404819689646,0.896191439164139
0.276390983683894,0.000214189117238578,0,-0.0102729246025577,-0.00831012534256237,-0.000495331972192713,-0,3.08625400006872,0.560895954202235,0.895854398382204
0.279060554890601,0.000421850247721581,0,-0.00916546100292814,-0.00806613363116471,-0.000510404348606153,-0,3.08700658304228,0.562354219493542,0.89551735760027
0.276383990401725,0.000296556198156558,0,-0.00975187190076499,-0.00812555255114411,-0.000495389512038761,-0,3.0828938088046,0.562405562880349,0.894506235254466
0.279070555943345,0.000257430432870312,0,-0.00804047824972587,-0.011976191046716,-0.00051138620828645,-0,3.08595020058352,0.565404819689646,0.894169194472531
0.279070555943345,0.000257430432870312,0,-0.00804047824972587,-0.011976191046716,-0.00051138620828645,-0,3.08595020058352,0.565404819689646,0.893832153690597
0.276388478295296,0.000285037488345747,0,-0.00792049167493403,-0.00784317746102525,-0.000495509358087727,-0,3.08310782341135,0.562405562880349,0.893158072126727
0.279075742409975,0.000450642997293302,0,-0.000696671542760985,-0.00397614837963944,-0.000510455162937722,-0,3.08822942103848,0.561182733801062,0.893495112908662
