PSDE,FuzzyEn,DE,SOH
0.134171662199407,-6.15876618194341e-05,0.525591819947934,1
0.134979005652159,-6.21973098206051e-05,0.525801971739414,0.999894172054115
0.134978942386966,-6.22300561510884e-05,0.526270874064363,0.996394507127392
0.134978943590462,-6.23774284994315e-05,0.526185740019589,0.997169414501214
0.135759708890298,-6.28753751634648e-05,0.526151398445187,0.994396689673127
0.134978520684925,-6.22770528126092e-05,0.525801971739414,0.994481885302698
0.134978887703771,-6.22522767675356e-05,0.526185740019589,0.992118540136133
0.135759550155393,-6.29420781660117e-05,0.526678937193018,0.99124749095328
0.134979219841718,-6.24157394464893e-05,0.525801971739414,0.990916993386241
0.135759806685645,-6.29038100647541e-05,0.526151398445187,0.989510928101091
0.135759980745295,-6.2890332459036e-05,0.526678937193018,0.990274173143735
0.135759564197735,-6.30527338051492e-05,0.526678937193018,0.989339985133427
0.135759785730574,-6.29529114319692e-05,0.526678937193018,0.988613755908982
0.135760254162561,-6.30416360163504e-05,0.526151398445187,0.986907933693618
0.13576015407156,-6.29427027028851e-05,0.526678937193018,0.98627524694583
0.13576012817133,-6.30477013696964e-05,0.526678937193018,0.986547786722949
0.135760334033709,-6.29257637958628e-05,0.526678937193018,0.984876521458912
0.135760116875086,-6.29803912969973e-05,0.526678937193018,0.984228308253644
0.136523292920667,-6.38699605457992e-05,0.526326345982216,0.981762566861836
0.136523427586792,-6.37308688926836e-05,0.526326345982216,0.980885914571378
0.136523254090838,-6.35244185549314e-05,0.526326345982216,0.981107446497645
0.136523900384742,-6.35223115607395e-05,0.526326345982216,0.97971442567142
0.135760268450017,-6.28276799136922e-05,0.526678937193018,0.980218333094368
0.136523317640423,-6.36021866613251e-05,0.526326345982216,0.979830624980575
0.13575994967062,-6.3096609298724e-05,0.526151398445187,0.979513561734375
0.136523702465679,-6.36495862733858e-05,0.526326345982216,0.979481195454894
0.13652357826665,-6.3737737121525e-05,0.526326345982216,0.978425259488832
0.136523372708446,-6.36727825967543e-05,0.526326345982216,0.978630637557861
0.136522980218408,-6.36109334412942e-05,0.526326345982216,0.977279562145617
0.136523079516803,-6.36019534234947e-05,0.526326345982216,0.976864196259757
0.135759939849878,-6.31338800730189e-05,0.526151398445187,0.976105917165042
0.135760344746938,-6.31013215149057e-05,0.526033009172193,0.975556932920026
0.136523429542845,-6.35709527050959e-05,0.526326345982216,0.975071993513867
0.136523288887605,-6.36665803571678e-05,0.526326345982216,0.974712884226931
0.135759874518024,-6.30194684737983e-05,0.526678937193018,0.97489452873752
0.136523046714815,-6.35781345212801e-05,0.526326345982216,0.973357584256535
0.136523364061235,-6.36901575802983e-05,0.526326345982216,0.972522410359141
0.135759919718198,-6.30285951191e-05,0.526151398445187,0.972219872852184
0.136523797743905,-6.38540837065835e-05,0.526326345982216,0.970814576604944
0.136523190601018,-6.36672926576601e-05,0.526326345982216,0.970068786280693
0.136524768553629,-6.38126065982907e-05,0.526326345982216,0.96754166865153
0.136522829885805,-6.39067585741947e-05,0.526326345982216,0.971077930255876
0.137255636261758,-6.43314902932156e-05,0.526293485208599,0.971586810461809
0.137255471249435,-6.44185714282284e-05,0.526293485208599,0.969221208621335
0.137255530037076,-6.45518101021725e-05,0.525903175423648,0.966901807247357
0.137255706873556,-6.45563387994932e-05,0.526639590926906,0.965158750192966
0.136522960812701,-6.36871857184557e-05,0.526326345982216,0.965222235781882
0.137255784849299,-6.43630952262505e-05,0.526293485208599,0.963588385635939
0.137255661147819,-6.4492713791595e-05,0.526639590926906,0.962970095676212
0.137255216882623,-6.43772354349386e-05,0.526293485208599,0.963002054265117
0.137255679091256,-6.4640092858808e-05,0.526293485208599,0.961297938303637
0.13652344498926,-6.37616502500722e-05,0.526326345982216,0.96183203917495
0.137256001737802,-6.45283387993798e-05,0.526293485208599,0.960290344990597
0.137256107687429,-6.46021484138828e-05,0.526639590926906,0.959787608795332
0.137255395863886,-6.45084560287162e-05,0.526293485208599,0.959815093664993
0.13725605428786,-6.42719149557045e-05,0.526293485208599,0.958174988063178
0.137255220504976,-6.44718589779206e-05,0.526369015747596,0.958403786270309
0.137255711445846,-6.45851100305406e-05,0.526639590926906,0.956922598116452
0.137256258992362,-6.43433280740569e-05,0.526639590926906,0.955970316313244
0.136523249736807,-6.39613688977101e-05,0.526326345982216,0.954265338021063
0.13795604216575,-6.52160441161512e-05,0.526300814650242,0.955227519995806
0.137256166502679,-6.43298336918185e-05,0.526639590926906,0.952900635647107
0.137256250455052,-6.44472959210147e-05,0.526639590926906,0.95114923796915
0.137256124209069,-6.44165743889513e-05,0.526639590926906,0.949925748014675
0.1372555786802,-6.43567046091553e-05,0.526293485208599,0.949764432256731
0.137956021186558,-6.50516309682009e-05,0.526300814650242,0.948604042556631
0.137256132089568,-6.46018102722845e-05,0.526369015747596,0.947401659588175
0.137955904111246,-6.5249657702236e-05,0.526300814650242,0.946862030932704
0.13795623189121,-6.51671434901358e-05,0.526300814650242,0.94612177851675
0.137256186792425,-6.46009559385583e-05,0.526293485208599,0.945391391480669
0.137956139171056,-6.50121407937569e-05,0.526300814650242,0.944817795870036
0.137956194092814,-6.54308524609394e-05,0.526300814650242,0.944050073004111
0.137256199001312,-6.42828795183881e-05,0.526293485208599,0.944060021425044
0.137956218294968,-6.5337051038497e-05,0.526300814650242,0.943301546663388
0.137956032934629,-6.53535335167579e-05,0.526300814650242,0.942725575884623
0.137256018930021,-6.44343745376363e-05,0.526293485208599,0.942331672809328
0.137956000520135,-6.52692874208723e-05,0.526300814650242,0.941585617155948
0.13795551821376,-6.51519656317577e-05,0.526300814650242,0.941044329863852
0.137955878739494,-6.51868083633238e-05,0.526300814650242,0.940414036504781
0.137955761016215,-6.53062106581579e-05,0.526300814650242,0.939976850064947
0.138629522315972,-6.58677123782752e-05,0.526509477810667,0.939260866346675
0.137956476965934,-6.5181449069706e-05,0.526300814650242,0.938233626357047
0.137256008965587,-6.44965969861096e-05,0.526639590926906,0.938308301622057
0.137956338536437,-6.50852803305784e-05,0.526300814650242,0.93745030209961
0.137956187538453,-6.54059949861432e-05,0.526300814650242,0.936914194220662
0.137256444391155,-6.4415005111968e-05,0.526639590926906,0.936647590923605
0.137956339491887,-6.50925078422926e-05,0.526300814650242,0.935839178017973
0.137955730198678,-6.52129260942588e-05,0.526300814650242,0.935746041312625
0.137956125277688,-6.51928147325803e-05,0.526300814650242,0.935327404384758
0.13795608058186,-6.52578412559324e-05,0.526300814650242,0.934861163299555
0.13795651731679,-6.52813929331515e-05,0.526300814650242,0.934220607475204
0.138629784274143,-6.60040868803934e-05,0.526509477810667,0.933175052421886
0.137956562694135,-6.5337631459938e-05,0.526300814650242,0.933005281984296
0.137956139450843,-6.52664317759603e-05,0.526300814650242,0.932288212104288
